,applicant_id,race,gender,application_date,application_recieved,application_evaluation,certificate,mananger_review_data,interview_date,offer_date
1779,1722,native american,other,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1780,1707,native american,female,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1781,1706,black,female,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1782,1713,hispanic,other,2019-08-12,2019-08-19,2019-08-28,2019-08-29,None,None,None
1783,1704,hispanic,male,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1784,1705,hispanic,other,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1785,1689,white,female,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1786,1690,asian,female,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1787,1691,native american,female,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1788,1692,asian,female,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1789,1694,asian,other,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1790,1695,native american,male,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1791,1693,black,male,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1792,1697,hispanic,female,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1793,1698,native american,female,2019-08-12,2019-08-19,2019-08-28,2019-08-29,None,None,None
1794,1699,asian,male,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1795,1700,black,other,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1796,1701,hispanic,female,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1797,1702,white,other,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1798,1703,native american,male,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1799,1696,hispanic,other,2019-08-12,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1800,1901,hispanic,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1801,1896,black,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1802,1897,black,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1803,1898,white,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1804,1899,white,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,None,None,None
1805,1900,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1806,1902,hispanic,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1807,1910,native hawaiian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1808,1904,asian,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1809,1905,hispanic,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1810,1906,black,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1811,1907,asian,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1812,1908,hispanic,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1813,1909,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1814,1903,native hawaiian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1815,1895,hispanic,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,None,None,None
1816,1877,native american,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1817,1893,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1818,1911,white,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1819,1878,native american,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1820,1879,white,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1821,1880,native hawaiian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1822,1881,native american,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1823,1882,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1824,1883,hispanic,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1825,1894,white,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1826,1884,asian,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,None,None,None
1827,1886,hispanic,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1828,1887,asian,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1829,1888,black,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1830,1889,hispanic,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1831,1890,native hawaiian,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1832,1891,white,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1833,1892,white,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1834,1885,hispanic,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1835,1912,native american,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1836,1930,hispanic,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1837,1914,black,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,None,None,None
1838,1935,black,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1839,1936,black,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1840,1937,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1841,1938,black,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1842,1939,black,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1843,1940,asian,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1844,1941,white,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1845,1942,hispanic,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1846,1943,native hawaiian,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1847,1944,native hawaiian,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1848,1945,native american,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,None,None,None
1849,1946,native hawaiian,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1850,1947,black,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1851,1948,native american,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1852,1876,hispanic,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1853,1934,white,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1854,1913,native american,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1855,1933,black,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1856,1931,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1857,1915,asian,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1858,1916,native hawaiian,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1859,1917,hispanic,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,None,None,None
1860,1918,white,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1861,1919,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1862,1920,white,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1863,1921,native american,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1864,1922,white,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1865,1923,native american,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1866,1924,white,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1867,1925,asian,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1868,1926,black,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1869,1927,native american,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1870,1928,white,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,None,None,None
1871,1929,native hawaiian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1872,1932,black,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1873,1875,hispanic,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1874,1949,asian,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1875,1873,black,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1876,1819,asian,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1877,1820,white,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1878,1821,white,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1879,1822,black,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1880,1823,black,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1881,1824,asian,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,None,None,None
1882,1825,native american,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1883,1826,white,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1884,1827,native hawaiian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1885,1828,native hawaiian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1886,1829,native american,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1887,1830,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1888,1831,black,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1889,1832,white,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1890,1833,native american,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1891,1818,hispanic,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1892,1834,hispanic,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,None,None,None
1893,1817,hispanic,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1894,1815,native american,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1895,1800,white,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1896,1801,asian,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1897,1802,hispanic,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1898,1803,native hawaiian,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1899,1804,native hawaiian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1900,1805,black,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1901,1806,native american,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1902,1807,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1903,1808,white,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,None,None,None
1904,1809,native american,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1905,1810,hispanic,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1906,1811,hispanic,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1907,1812,hispanic,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1908,1813,native american,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1909,1814,black,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1910,1816,native hawaiian,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1911,1835,native american,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1912,1874,native hawaiian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1913,1837,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1914,1858,white,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,None,None,None
1915,1859,black,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1916,1860,white,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1917,1861,native american,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1918,1862,black,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1919,1836,hispanic,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1920,1864,black,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1921,1865,native hawaiian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1922,1866,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1923,1867,black,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1924,1868,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1925,1869,native hawaiian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,None,None,None
1926,1870,hispanic,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1927,1871,black,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1928,1872,native american,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1929,1857,black,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1930,1856,native hawaiian,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1931,1863,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1932,1854,white,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1933,1855,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1934,1839,asian,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1935,1840,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1936,1841,white,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,None,None,None
1937,1842,native hawaiian,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1938,1843,black,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1939,1844,white,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1940,1845,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1941,1838,asian,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1942,1847,native hawaiian,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1943,1848,native hawaiian,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1944,1849,native american,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1945,1850,asian,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1946,1851,asian,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1947,1852,asian,male,2019-08-13,2019-08-19,2019-08-28,2019-08-29,None,None,None
1948,1853,native hawaiian,female,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1949,1846,hispanic,other,2019-08-13,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1950,2046,black,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1951,2047,native american,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1952,2048,native hawaiian,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1953,2049,black,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1954,2050,black,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1955,2051,native american,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1956,2052,hispanic,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1957,2056,asian,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1958,2054,asian,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,None,None,None
1959,2055,hispanic,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1960,2057,native hawaiian,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1961,2058,native hawaiian,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1962,2059,native hawaiian,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1963,2060,native hawaiian,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1964,2053,white,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1965,2045,native american,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1966,2027,native hawaiian,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1967,2043,native american,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1968,2061,native hawaiian,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1969,2028,white,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,None,None,None
1970,2029,hispanic,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1971,2030,asian,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1972,2031,black,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1973,2032,native american,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1974,2033,black,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1975,2044,white,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1976,2034,native hawaiian,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1977,2036,asian,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1978,2037,native hawaiian,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1979,2038,hispanic,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1980,2039,hispanic,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,None,None,None
1981,2040,white,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1982,2041,native hawaiian,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1983,2042,native hawaiian,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1984,2035,asian,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1985,2062,native american,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1986,2081,hispanic,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1987,2064,native american,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1988,2086,black,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1989,2087,native american,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1990,2088,white,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1991,2089,native american,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,None,None,None
1992,2090,black,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1993,2091,black,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1994,2092,hispanic,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1995,2093,white,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
1996,2094,asian,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1997,2095,native american,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
1998,2096,black,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
1999,2097,asian,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
2000,2098,white,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2001,2099,black,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
2002,2026,asian,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,None,None,None
2003,2085,white,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
2004,2084,native american,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2005,2083,white,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
2006,2082,white,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2007,2065,native american,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
2008,2066,white,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2009,2067,asian,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
2010,2068,hispanic,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2011,2069,asian,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
2012,2070,native american,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2013,2071,asian,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,None,None,None
2014,2063,asian,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2015,2072,asian,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
2016,2074,asian,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2017,2075,hispanic,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
2018,2076,asian,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2019,2077,native american,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
2020,2078,white,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2021,2079,white,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
2022,2080,native hawaiian,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2023,2073,asian,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
2024,2025,native hawaiian,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,None,None,None
2025,2024,hispanic,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,None
2026,2023,hispanic,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2027,1970,native hawaiian,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
2028,1971,white,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2029,1972,asian,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
2030,1973,native american,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2031,1974,native american,other,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
2032,1975,asian,male,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2033,1976,white,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,2019-09-09,2019-09-11
2034,1977,native american,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,2019-08-29,None,None
2035,1978,native hawaiian,female,2019-08-14,2019-08-19,2019-08-28,2019-08-29,None,None,None
